country,t_from_birth_to_interview,t_6m_before_interv,physical_punishment,severe_physical,psychological_aggression,nonviolent_discipline,agech,sexch,windex5,urban,edlevelmom
Malawi,28.786806,29.513325,1,0,0,1,3,Male,Richest,Rural,Lower secondary
Malawi,28.60141,30.21846,1,1,1,1,4,Female,Middle,Rural,Primary
Malawi,28.893332,30.21846,0,0,0,1,3,Female,Middle,Rural,Primary
Malawi,28.604143,30.21846,1,1,0,1,3,Male,Middle,Rural,Primary
Malawi,29.0677,30.3632,1,1,1,1,4,Female,Second,Rural,Primary
Malawi,28.811272,30.3632,1,1,1,0,3,Female,Poorest,Rural,Primary
Malawi,28.984793,30.3632,0,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,28.780169,30.3632,0,0,0,1,4,Female,Middle,Rural,Primary
Malawi,28.984793,30.3632,1,1,0,1,4,Female,Middle,Rural,Primary
Malawi,28.758022,30.3632,1,0,1,1,3,Male,Second,Rural,Primary
Malawi,29.078226,30.3632,1,1,1,1,4,Female,Fourth,Rural,Secondary
Malawi,28.964417,30.474964,1,0,1,1,3,Female,Poorest,Rural,Primary
Malawi,29.028173,30.474964,1,1,1,1,4,Female,Second,Rural,Lower secondary
Malawi,28.775808,30.474964,0,0,0,1,3,Female,Fourth,Rural,Lower secondary
Malawi,28.667973,30.506927,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,28.968603,30.506927,0,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,28.78283,30.506927,1,1,1,1,4,Female,Fourth,Rural,Primary
Malawi,28.615822,30.506927,1,0,1,0,3,Female,Poorest,Rural,Lower secondary
Malawi,28.970053,30.506927,1,1,1,1,4,Female,Richest,Rural,Secondary
Malawi,28.677666,30.506927,1,1,1,1,3,Male,Richest,Rural,Secondary
Malawi,28.66818,30.371378,1,0,1,1,4,Male,Middle,Rural,Primary
Malawi,28.905632,30.506927,1,0,1,0,4,Male,Fourth,Rural,Primary
Malawi,28.346184,29.822071,0,0,0,1,3,Female,Richest,Rural,Primary
Malawi,28.365555,29.822071,1,0,1,0,3,Male,Richest,Rural,Lower secondary
Malawi,28.767977,30.572235,1,1,1,1,4,Male,Fourth,Rural,Primary
Malawi,29.009464,30.470306,1,1,1,1,4,Male,Middle,Rural,Lower secondary
Malawi,29.050783,30.470306,0,0,0,1,3,Male,Poorest,Rural,Primary
Malawi,28.750454,30.470306,0,0,0,1,3,Female,Poorest,Rural,Primary
Malawi,28.84436,30.572235,1,0,0,1,3,Male,Second,Rural,Primary
Malawi,28.959143,30.572235,1,0,1,1,4,Male,Poorest,Rural,Primary
Malawi,28.85001,30.470306,1,0,1,1,4,Male,Second,Rural,Primary
Malawi,28.977556,30.502583,0,0,0,1,4,Female,Poorest,Rural,Primary
Malawi,29.048592,30.502583,0,0,0,1,4,Male,Middle,Rural,Primary
Malawi,28.771238,30.502583,1,1,1,1,4,Male,Poorest,Rural,Primary
Malawi,28.767466,30.502583,0,0,1,1,3,Female,Fourth,Rural,Primary
Malawi,28.799887,30.502583,1,0,1,0,3,Male,Richest,Rural,Primary
Malawi,28.799887,30.502583,1,1,1,1,3,Female,Second,Rural,Primary
Malawi,29.031244,30.502583,1,1,1,1,4,Male,Fourth,Rural,Primary
Malawi,29.020048,29.90712,1,1,1,1,4,Female,Fourth,Rural,Primary
Malawi,28.773859,29.90712,1,1,1,1,3,Female,Second,Rural,Secondary
Malawi,25.773163,24.634287,0,1,0,1,4,Female,Middle,Rural,Primary
Malawi,25.855564,24.634287,1,1,0,1,4,Male,Fourth,Rural,Lower secondary
Malawi,25.773163,24.634287,1,1,1,1,4,Male,Richest,Rural,Primary
Malawi,25.551426,24.634287,0,1,1,0,3,Male,Fourth,Rural,Primary
Malawi,25.630493,24.634287,1,1,1,0,3,Female,Middle,Rural,Primary
Malawi,25.693323,24.634287,1,0,1,1,4,Male,Richest,Rural,Primary
Malawi,25.927328,24.634287,1,1,1,1,3,Female,Richest,Rural,Primary
Malawi,25.846802,26.858133,0,1,0,1,4,Female,Middle,Rural,Lower secondary
Malawi,25.547739,26.858133,1,0,1,1,3,Male,Poorest,Rural,Primary
Malawi,25.705622,26.858133,0,0,0,1,3,Male,Richest,Rural,Lower secondary
Malawi,25.617243,26.858133,1,0,1,1,4,Female,Fourth,Rural,Lower secondary
Malawi,26.391294,27.767792,1,0,1,0,3,Female,Poorest,Rural,Primary
Malawi,26.350842,27.767792,1,0,1,0,3,Male,Poorest,Rural,Primary
Malawi,26.413605,27.767792,1,0,1,1,4,Female,Fourth,Rural,Primary
Malawi,26.42888,27.767792,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,26.614037,27.767792,0,0,1,1,3,Female,Second,Rural,Primary
Malawi,26.669022,27.767792,1,0,1,1,3,Male,Middle,Rural,Primary
Malawi,26.430521,27.767792,0,0,0,1,4,Female,Fourth,Rural,Secondary
Malawi,26.391294,27.767792,0,0,0,1,3,Female,Fourth,Rural,Lower secondary
Malawi,26.42888,27.767792,0,0,0,1,3,Male,Richest,Rural,Secondary
Malawi,26.08604,27.119104,1,0,1,1,3,Male,Richest,Rural,Primary
Malawi,26.411057,27.119104,1,1,1,1,4,Female,Middle,Rural,Primary
Malawi,26.15506,27.119104,1,0,1,1,3,Female,Richest,Rural,Primary
Malawi,27.25137,25.937057,0,0,0,1,4,Male,Richest,Rural,Secondary
Malawi,27.18037,25.937057,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,27.287575,25.937057,1,0,1,1,3,Female,Middle,Rural,Secondary
Malawi,27.096382,25.937057,0,0,0,1,4,Male,Middle,Rural,Primary
Malawi,26.99242,25.937057,0,0,0,0,3,Female,Richest,Rural,Primary
Malawi,27.096382,25.937057,1,0,1,1,4,Male,Richest,Rural,Primary
Malawi,27.25137,25.937057,0,0,0,1,4,Female,Richest,Rural,Primary
Malawi,27.167181,25.937057,1,1,0,1,4,Male,Richest,Rural,Primary
Malawi,27.404879,25.858585,1,0,0,1,3,Female,Richest,Rural,Primary
Malawi,27.477013,25.858585,0,1,1,0,4,Female,Middle,Rural,Lower secondary
Malawi,27.3091,25.858585,1,1,1,1,4,Male,Richest,Rural,Secondary
Malawi,27.300703,25.858585,1,0,1,1,4,Male,Middle,Rural,Primary
Malawi,27.531147,25.858585,1,1,1,1,3,Female,Middle,Rural,Primary
Malawi,27.404879,25.858585,1,0,1,1,3,Male,Richest,Rural,Tertiary / higher / university
Malawi,27.457924,25.858585,1,0,1,1,3,Female,Fourth,Rural,Lower secondary
Malawi,27.3091,25.858585,1,1,1,1,4,Male,Poorest,Rural,Primary
Malawi,27.404879,25.858585,0,0,1,1,3,Female,Fourth,Rural,Lower secondary
Malawi,27.550673,25.640635,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,27.61625,25.640635,0,0,0,1,3,Female,Second,Rural,Primary
Malawi,27.550673,25.640635,0,0,0,1,3,Female,Second,Rural,Lower secondary
Malawi,27.224358,25.640635,1,1,1,1,3,Male,Fourth,Rural,Primary
Malawi,27.396086,25.640635,1,1,1,0,3,Female,Middle,Rural,Lower secondary
Malawi,27.351255,25.640635,0,0,1,1,4,Female,Richest,Rural,Lower secondary
Malawi,26.137703,26.775253,1,1,1,1,3,Male,Middle,Rural,Lower secondary
Malawi,26.004473,26.775253,0,0,0,1,4,Male,Fourth,Rural,Less than primary
Malawi,25.958563,26.775253,0,0,0,1,4,Male,Second,Rural,Primary
Malawi,25.958563,26.775253,0,0,1,1,4,Male,Richest,Rural,Lower secondary
Malawi,26.966473,27.679657,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,26.884897,27.679657,1,0,1,1,4,Female,Richest,Rural,Primary
Malawi,26.701145,27.679657,0,0,0,1,3,Female,Richest,Rural,Primary
Malawi,26.703373,27.679657,1,0,1,1,4,Female,Second,Rural,Lower secondary
Malawi,26.846304,27.679657,1,0,1,1,4,Male,Richest,Rural,Primary
Malawi,26.765568,27.679657,1,1,0,1,3,Female,Fourth,Rural,Secondary
Malawi,26.943548,27.679657,1,1,1,1,3,Male,Fourth,Rural,Primary
Malawi,26.984917,27.679657,1,1,1,1,3,Male,Fourth,Rural,Lower secondary
Malawi,25.06023,23.510822,1,0,1,1,3,Male,Middle,Rural,Lower secondary
Malawi,24.903969,23.510822,1,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,25.00844,23.510822,0,0,0,0,3,Female,Fourth,Rural,Primary
Malawi,24.936604,23.510822,0,0,0,1,4,Female,Second,Rural,Primary
Malawi,24.669312,23.510822,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,24.648697,23.510822,0,0,1,0,3,Female,Fourth,Rural,Primary
Malawi,25.00844,23.510822,0,0,1,1,3,Female,Fourth,Rural,Primary
Malawi,24.774933,23.510822,0,0,0,0,3,Male,Middle,Rural,Primary
Malawi,24.859037,23.510822,0,0,1,1,4,Female,Poorest,Rural,Primary
Malawi,24.669312,23.510822,0,1,1,0,3,Male,Fourth,Rural,Primary
Malawi,25.44906,25.388971,1,1,0,1,4,Female,Middle,Rural,Secondary
Malawi,25.222357,25.388971,1,1,1,1,4,Male,Fourth,Rural,Primary
Malawi,25.222662,25.388971,0,0,0,1,3,Female,Middle,Rural,Primary
Malawi,25.329948,25.388971,1,0,0,1,4,Female,Richest,Rural,Primary
Malawi,25.520252,25.388971,1,0,1,1,3,Male,Middle,Rural,Primary
Malawi,25.329948,25.388971,1,1,1,1,4,Male,Fourth,Rural,Secondary
Malawi,25.47095,26.488358,1,0,1,1,4,Male,Fourth,Rural,Primary
Malawi,25.25368,26.488358,1,1,1,0,3,Female,Fourth,Rural,Lower secondary
Malawi,25.5209,26.488358,1,0,1,1,3,Female,Middle,Rural,Primary
Malawi,25.604227,26.968525,1,1,1,1,3,Female,Richest,Rural,Primary
Malawi,25.877346,26.968525,1,0,1,1,4,Female,Second,Rural,Primary
Malawi,25.822876,26.968525,1,0,1,1,4,Female,Middle,Rural,Lower secondary
Malawi,25.877346,26.968525,1,1,1,1,4,Female,Richest,Rural,Secondary
Malawi,25.855644,26.968525,1,0,1,1,3,Male,Middle,Rural,Secondary
Malawi,25.822876,26.968525,1,1,1,1,4,Female,Middle,Rural,Lower secondary
Malawi,25.622595,26.968525,1,0,1,1,4,Female,Middle,Rural,Primary
Malawi,25.645391,26.968525,0,0,0,1,3,Female,Richest,Rural,Primary
Malawi,25.89162,26.968525,0,0,0,1,3,Male,Fourth,Rural,Secondary
Malawi,25.855644,26.968525,0,0,1,1,3,Female,Richest,Rural,Lower secondary
Malawi,25.573374,26.968525,0,0,0,1,3,Male,Middle,Rural,Primary
Malawi,25.45621,26.303925,1,1,1,1,3,Male,Poorest,Rural,Primary
Malawi,25.469555,26.303925,1,1,1,1,4,Female,Fourth,Rural,Primary
Malawi,25.225967,26.303925,1,0,1,1,4,Female,Middle,Rural,Primary
Malawi,25.427406,26.303925,1,0,1,1,3,Female,Poorest,Rural,Primary
Malawi,25.202225,26.303925,0,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,25.221928,26.303925,1,0,1,1,3,Female,Second,Rural,Primary
Malawi,24.251194,25.255777,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,24.4114,25.255777,1,0,1,1,3,Female,Richest,Rural,Secondary
Malawi,24.236063,25.255777,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,24.138872,25.255777,1,0,1,1,3,Male,Middle,Rural,Primary
Malawi,24.401821,25.255777,1,0,1,1,4,Female,Fourth,Rural,Primary
Malawi,24.167368,25.255777,1,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,24.363876,25.255777,1,0,1,1,4,Female,Richest,Rural,Secondary
Malawi,28.360592,27.134647,1,0,1,1,3,Male,Richest,Rural,Primary
Malawi,28.79226,27.134647,1,1,1,1,3,Male,Fourth,Rural,Primary
Malawi,29.54146,30.76183,1,0,1,1,3,Male,Fourth,Rural,Primary
Malawi,29.20505,30.76183,1,0,1,1,4,Male,Fourth,Rural,Lower secondary
Malawi,29.592146,30.76183,0,0,0,1,4,Female,Middle,Rural,Primary
Malawi,29.072487,30.76183,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,27.471088,26.282907,1,0,1,1,3,Male,Fourth,Rural,Primary
Malawi,27.758642,26.282907,1,1,1,1,4,Female,Second,Rural,Primary
Malawi,27.434818,26.282907,0,1,1,1,3,Male,Middle,Rural,Primary
Malawi,29.505016,30.716688,0,0,0,1,4,Female,Middle,Rural,Primary
Malawi,29.315737,30.716688,1,1,1,1,3,Male,Second,Rural,Primary
Malawi,29.35501,29.769972,1,1,1,1,4,Male,Poorest,Rural,Primary
Malawi,29.218191,29.769972,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,29.101212,30.716688,1,0,1,1,3,Female,Second,Rural,Primary
Malawi,26.666843,25.546127,1,0,1,1,3,Male,Richest,Rural,Primary
Malawi,26.525549,25.546127,1,0,1,1,3,Male,Richest,Rural,Secondary
Malawi,26.568928,25.546127,1,0,1,1,3,Female,Richest,Rural,Primary
Malawi,26.727385,25.546127,1,1,1,1,4,Male,Middle,Rural,Primary
Malawi,26.775827,25.546127,1,1,1,1,3,Male,Poorest,Rural,Primary
Malawi,26.727385,25.546127,0,1,1,1,4,Male,Middle,Rural,Secondary
Malawi,26.775318,25.546127,1,0,1,1,3,Female,Richest,Rural,Primary
Malawi,28.443932,27.191721,1,1,1,1,3,Female,Fourth,Rural,Lower secondary
Malawi,28.111671,27.191721,1,0,1,1,3,Male,Second,Rural,Secondary
Malawi,26.219032,25.041245,0,0,0,1,4,Male,Fourth,Rural,Primary
Malawi,26.219032,25.041245,0,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,26.156134,25.041245,0,1,0,0,3,Male,Second,Rural,Primary
Malawi,26.219032,25.041245,0,0,0,0,4,Female,Middle,Rural,Primary
Malawi,26.218792,25.041245,0,0,0,1,3,Male,Second,Rural,Primary
Malawi,26.242018,25.041245,0,0,0,1,3,Male,Second,Rural,Primary
Malawi,26.026573,25.041245,1,0,1,1,3,Male,Poorest,Rural,Primary
Malawi,26.315973,25.041245,1,1,1,1,4,Male,Poorest,Rural,Primary
Malawi,28.69478,29.862513,1,1,0,0,3,Female,Richest,Urban,Secondary
Malawi,28.644161,29.862513,1,1,1,1,3,Female,Richest,Urban,Primary
Malawi,28.644161,29.862513,0,0,0,1,3,Female,Fourth,Urban,Primary
Malawi,28.65675,28.913364,1,1,0,1,4,Male,Richest,Urban,Primary
Malawi,28.642105,29.793299,0,0,1,1,4,Male,Richest,Urban,Secondary
Malawi,28.784092,28.85596,0,0,0,0,3,Male,Richest,Urban,Secondary
Malawi,28.913002,29.793299,0,0,1,1,3,Female,Richest,Urban,Secondary
Malawi,28.712402,27.545322,0,0,1,1,4,Female,Fourth,Urban,Lower secondary
Malawi,28.510447,27.545322,1,1,0,1,3,Male,Fourth,Urban,Primary
Malawi,28.64166,27.545322,0,1,0,1,4,Female,Fourth,Urban,Primary
Malawi,28.570667,27.600937,0,0,1,1,4,Female,Richest,Urban,Secondary
Malawi,28.75728,27.600937,1,1,1,1,4,Male,Richest,Urban,Secondary
Malawi,28.437778,27.600937,1,1,1,1,3,Male,Richest,Urban,Primary
Malawi,28.662996,27.555897,1,1,1,1,3,Female,Richest,Urban,Tertiary / higher / university
Malawi,28.703457,27.555897,0,0,0,1,4,Male,Richest,Urban,Vocational / technical
Malawi,28.413548,27.555897,1,1,1,1,3,Male,Richest,Urban,Lower secondary
Malawi,28.662996,27.555897,0,0,0,1,3,Female,Richest,Urban,Primary
Malawi,28.51646,27.451187,1,0,1,1,3,Female,Fourth,Urban,Primary
Malawi,28.378788,27.451187,1,1,1,0,3,Male,Poorest,Urban,Primary
Malawi,28.51646,27.451187,1,1,1,1,3,Male,Middle,Urban,Vocational / technical
Malawi,28.51646,27.451187,1,1,1,1,3,Female,Middle,Urban,Vocational / technical
Malawi,27.990974,29.327713,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,28.281565,29.327713,0,0,0,1,4,Male,Richest,Rural,Lower secondary
Malawi,28.023584,29.327713,1,1,1,1,4,Male,Richest,Rural,Primary
Malawi,28.04248,29.327713,1,1,1,1,3,Male,Middle,Rural,Primary
Malawi,28.108185,29.327713,0,0,1,1,3,Male,Fourth,Rural,Primary
Malawi,28.221535,29.327713,1,1,1,1,3,Male,Richest,Rural,Secondary
Malawi,28.41724,29.51929,1,1,1,1,3,Male,Fourth,Rural,Primary
Malawi,28.241682,29.51929,0,0,1,1,4,Female,Middle,Rural,Primary
Malawi,28.294436,29.51929,0,0,1,1,3,Female,Fourth,Rural,Primary
Malawi,28.531958,29.51929,1,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,28.959068,30.366144,0,0,0,1,4,Male,Poorest,Rural,Primary
Malawi,28.858616,30.366144,0,0,0,1,3,Female,Richest,Rural,Secondary
Malawi,29.279604,30.366144,1,0,1,1,3,Female,Second,Rural,Lower secondary
Malawi,28.997343,30.366144,1,1,1,1,3,Male,Middle,Rural,Primary
Malawi,29.143356,30.366144,1,1,1,1,3,Female,Middle,Rural,Primary
Malawi,28.993874,30.366144,1,1,1,1,4,Male,Richest,Rural,Secondary
Malawi,29.265154,30.366144,0,0,1,1,4,Male,Second,Rural,Lower secondary
Malawi,29.143356,30.366144,1,0,0,1,3,Female,Richest,Rural,Primary
Malawi,29.180878,30.366144,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,28.65094,27.719608,0,1,0,1,4,Female,Second,Rural,Primary
Malawi,28.54087,27.719608,1,0,1,1,3,Male,Middle,Rural,Primary
Malawi,28.860891,27.906101,0,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,28.669455,27.906101,1,1,1,1,3,Female,Second,Rural,Primary
Malawi,28.822285,27.906101,1,1,1,1,4,Male,Middle,Rural,Primary
Malawi,26.494728,27.915058,1,1,1,1,3,Male,Fourth,Rural,Less than primary
Malawi,26.47442,27.915058,0,1,0,1,3,Male,Fourth,Rural,Primary
Malawi,27.495857,28.695099,0,0,0,1,4,Male,Middle,Rural,Lower secondary
Malawi,27.450611,28.695099,0,1,0,1,3,Male,Fourth,Rural,Primary
Malawi,27.450611,28.695099,1,0,0,1,3,Female,Second,Rural,Primary
Malawi,27.496832,29.139069,0,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,27.496832,29.139069,0,0,0,1,4,Male,Fourth,Rural,Primary
Malawi,27.450611,28.695099,0,0,0,0,3,Male,Richest,Rural,Primary
Malawi,27.743414,28.695099,1,0,0,1,3,Male,Richest,Rural,Primary
Malawi,26.881006,27.8397,0,1,0,1,4,Male,Fourth,Rural,Primary
Malawi,26.875467,27.8397,0,1,0,1,3,Female,Fourth,Rural,Primary
Malawi,26.875467,27.8397,0,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,27.032198,25.77746,0,0,0,1,3,Male,Richest,Rural,Primary
Malawi,26.866812,25.77746,1,1,1,1,3,Male,Poorest,Rural,Primary
Malawi,26.767244,25.77746,0,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,26.93925,25.77746,0,0,1,1,4,Male,Richest,Rural,Primary
Malawi,26.977295,25.77746,0,0,1,1,3,Male,Middle,Rural,Primary
Malawi,26.708849,25.77746,1,1,0,1,3,Female,Fourth,Rural,Primary
Malawi,26.269142,25.166147,1,1,1,1,4,Male,Fourth,Rural,Primary
Malawi,26.269142,25.166147,0,0,0,1,4,Female,Middle,Rural,Less than primary
Malawi,26.220596,25.166147,0,0,1,1,4,Female,Second,Rural,Lower secondary
Malawi,28.359161,27.356293,1,0,1,0,3,Male,Richest,Rural,Secondary
Malawi,28.102253,27.356293,0,0,1,1,3,Male,Second,Rural,Primary
Malawi,28.1015,27.356293,1,1,1,1,3,Female,Second,Rural,Primary
Malawi,28.055994,27.356293,0,1,1,1,3,Male,Second,Rural,Primary
Malawi,28.178236,26.947636,0,0,0,0,4,Female,Poorest,Rural,Primary
Malawi,28.178236,26.947636,1,0,1,1,4,Female,Second,Rural,Primary
Malawi,28.337914,26.947636,1,1,1,0,3,Female,Second,Rural,Primary
Malawi,29.961664,28.368149,0,0,0,0,3,Male,Second,Rural,Primary
Malawi,29.778389,28.368149,1,0,1,1,4,Female,Fourth,Rural,Less than primary
Malawi,29.631151,28.368149,0,0,1,1,3,Female,Middle,Rural,Primary
Malawi,30.015991,28.368149,1,0,0,1,3,Male,Middle,Rural,Primary
Malawi,29.965708,28.368149,1,1,1,1,4,Female,Second,Rural,Primary
Malawi,30.015991,28.368149,1,0,0,1,3,Female,Middle,Rural,Less than primary
Malawi,29.677473,28.189014,1,1,1,1,4,Male,Middle,Rural,Primary
Malawi,29.848557,28.189014,0,0,0,1,3,Male,Fourth,Rural,Secondary
Malawi,29.629158,28.189014,1,1,1,1,3,Female,Richest,Rural,Primary
Malawi,29.660418,28.189014,0,0,0,1,4,Male,Fourth,Rural,Primary
Malawi,29.522541,28.189014,1,1,1,1,3,Male,Richest,Rural,Lower secondary
Malawi,29.912344,28.189014,1,1,0,1,4,Male,Richest,Rural,Primary
Malawi,29.521456,28.189014,1,0,1,1,3,Female,Fourth,Rural,Primary
Malawi,28.452353,27.092804,1,0,1,1,4,Female,Richest,Rural,Secondary
Malawi,28.46806,27.092804,1,0,0,1,3,Male,Second,Rural,Primary
Malawi,28.46806,27.092804,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,28.33466,27.092804,1,1,1,1,3,Female,Middle,Rural,Primary
Malawi,28.461805,27.092804,0,1,1,1,4,Female,Fourth,Rural,Primary
Malawi,28.55702,27.092804,0,1,1,1,3,Female,Second,Rural,Lower secondary
Malawi,29.338085,27.96872,1,1,1,1,3,Male,Richest,Rural,Primary
Malawi,29.180264,27.96872,1,0,1,1,3,Female,Richest,Rural,Primary
Malawi,29.238924,27.96872,1,0,1,1,3,Male,Fourth,Rural,Primary
Malawi,29.424622,27.96872,1,0,1,1,4,Male,Middle,Rural,Secondary
Malawi,26.409777,24.97858,1,0,1,1,3,Male,Poorest,Rural,Primary
Malawi,26.2988,24.97858,1,0,1,1,3,Female,Middle,Rural,Primary
Malawi,26.399607,24.97858,1,0,1,1,4,Female,Second,Rural,Primary
Malawi,26.325773,24.97858,1,0,1,1,3,Female,Middle,Rural,Primary
Malawi,26.202068,24.97858,1,0,1,1,3,Female,Middle,Rural,Primary
Malawi,26.952274,25.430475,1,0,1,1,3,Male,Poorest,Rural,Primary
Malawi,26.68436,25.430475,1,0,1,1,3,Male,Middle,Rural,Primary
Malawi,26.459576,25.137379,1,1,0,1,4,Female,Fourth,Rural,Lower secondary
Malawi,26.36068,25.137379,0,0,0,1,3,Female,Second,Rural,Primary
Malawi,26.36068,25.137379,1,0,1,1,3,Male,Middle,Rural,Primary
Malawi,26.371733,25.137379,1,0,1,1,3,Male,Fourth,Rural,Lower secondary
Malawi,26.405285,25.137379,1,0,1,1,3,Female,Richest,Rural,Primary
Malawi,27.86672,26.372269,1,1,1,1,4,Female,Second,Rural,Primary
Malawi,27.97744,26.372269,0,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,27.994816,26.372269,0,0,0,1,3,Female,Second,Rural,Lower secondary
Malawi,27.900019,26.372269,0,0,1,1,4,Male,Fourth,Rural,Primary
Malawi,25.35997,26.915619,0,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,25.341272,26.915619,1,1,1,1,3,Male,Second,Rural,Primary
Malawi,25.30369,26.915619,0,0,1,1,3,Female,Second,Rural,Primary
Malawi,25.304611,26.915619,1,1,1,1,3,Female,Fourth,Rural,Primary
Malawi,25.35756,26.915619,1,1,1,1,4,Female,Poorest,Rural,Less than primary
Malawi,25.317354,26.915619,1,0,1,1,3,Male,Second,Rural,Primary
Malawi,25.31938,26.915619,1,0,1,0,3,Female,Second,Rural,Primary
Malawi,25.38865,26.915619,1,1,1,1,4,Male,Second,Rural,Less than primary
Malawi,28.677818,29.882868,0,1,0,1,4,Male,Second,Rural,Primary
Malawi,28.614553,29.882868,1,0,0,1,3,Male,Poorest,Rural,Less than primary
Malawi,28.614553,29.882868,0,0,0,1,3,Female,Second,Rural,Primary
Malawi,28.579687,29.882868,0,0,0,1,3,Male,Fourth,Rural,Less than primary
Malawi,28.274988,29.882868,1,0,1,1,3,Male,Poorest,Rural,Primary
Malawi,29.550797,31.2345,0,0,1,1,3,Male,Richest,Rural,Primary
Malawi,29.47167,31.2345,0,1,1,1,3,Male,Richest,Rural,Secondary
Malawi,29.596886,31.2345,0,0,1,1,3,Male,Poorest,Rural,Less than primary
Malawi,29.305891,30.768568,1,1,1,1,4,Female,Poorest,Rural,Primary
Malawi,29.360466,30.768568,1,0,1,1,3,Female,Fourth,Rural,Less than primary
Malawi,29.444633,30.768568,1,1,0,1,3,Male,Poorest,Rural,Primary
Malawi,29.305891,30.768568,1,1,0,1,4,Female,Second,Rural,Primary
Malawi,29.444633,30.768568,1,1,0,1,3,Male,Fourth,Rural,Primary
Malawi,28.295317,26.903656,1,0,1,1,3,Male,Richest,Rural,Primary
Malawi,28.57386,26.903656,0,0,0,1,4,Male,Fourth,Rural,Primary
Malawi,28.28054,26.903656,1,0,0,1,3,Female,Fourth,Rural,Primary
Malawi,28.383865,26.903656,0,0,0,1,3,Female,Second,Rural,Primary
Malawi,28.431732,26.903656,1,1,1,1,4,Male,Middle,Rural,Primary
Malawi,28.604923,26.903656,0,0,1,1,3,Female,Middle,Rural,Primary
Malawi,26.416866,24.87938,1,0,0,1,3,Male,Fourth,Rural,Primary
Malawi,26.227228,24.87938,1,0,0,1,4,Female,Middle,Rural,Primary
Malawi,26.445623,24.87938,1,1,0,1,3,Male,Fourth,Rural,Primary
Malawi,26.414515,24.87938,0,0,0,1,4,Female,Fourth,Rural,Primary
Malawi,26.227228,24.87938,1,1,0,1,4,Male,Richest,Rural,Primary
Malawi,26.108042,24.87938,1,0,1,1,3,Female,Second,Rural,Primary
Malawi,27.534882,28.843678,1,1,1,1,4,Female,Richest,Urban,Lower secondary
Malawi,27.347734,28.843678,0,0,1,0,4,Male,Richest,Urban,Lower secondary
Malawi,27.442596,28.843678,1,1,1,1,4,Female,Richest,Urban,Secondary
Malawi,27.44152,28.843678,1,0,1,1,3,Male,Richest,Urban,Secondary
Malawi,27.526794,28.843678,1,1,1,1,3,Male,Fourth,Urban,Secondary
Malawi,26.104105,27.59556,0,1,0,1,3,Male,Richest,Urban,Secondary
Malawi,26.247519,27.59556,1,1,1,1,3,Female,Richest,Urban,Secondary
Malawi,26.247519,27.59556,1,0,1,1,3,Male,Richest,Urban,Secondary
Malawi,26.230698,27.59556,1,1,1,1,4,Female,Richest,Urban,Primary
Malawi,26.206203,27.563145,1,1,0,1,3,Female,Richest,Urban,Secondary
Malawi,25.96805,27.563145,1,1,1,1,3,Male,Richest,Urban,Secondary
Malawi,26.222076,27.563145,1,1,0,1,3,Male,Richest,Urban,Secondary
Malawi,26.194563,27.563145,1,1,0,1,4,Female,Richest,Urban,Less than primary
Malawi,26.222076,27.563145,0,0,1,1,3,Male,Richest,Urban,Secondary
Malawi,25.87802,27.721256,0,1,1,1,3,Male,Richest,Urban,Secondary
Malawi,26.16194,27.62447,0,1,0,1,3,Male,Richest,Urban,Lower secondary
Malawi,26.033413,27.62447,1,0,0,1,3,Male,Richest,Urban,Secondary
Malawi,26.06842,27.62447,1,1,1,1,3,Male,Richest,Urban,Secondary
Malawi,26.28968,27.62447,0,0,1,1,4,Female,Richest,Urban,Secondary
Malawi,26.252382,27.592228,1,0,1,1,4,Male,Richest,Urban,Lower secondary
Malawi,26.056158,27.592228,0,0,1,1,3,Female,Richest,Urban,Secondary
Malawi,26.21346,27.592228,0,1,1,1,3,Male,Richest,Urban,Secondary
Malawi,26.24131,27.592228,0,0,1,1,4,Male,Richest,Urban,Secondary
